latitude,longitude,bright_ti4,acq_date,acq_time,satellite,instrument,confidence,version,frp,daynight
40.67716,-122.38889,335.2,2026-08-24,0832,N,VIIRS,n,2.0NRT,15.9,N
40.66354,-122.31936,347.6,2026-08-24,0832,N,VIIRS,n,2.0NRT,0.5,N
40.67441,-122.40689,339.7,2026-08-24,0932,N,VIIRS,n,2.0NRT,4.7,N
40.6652,-122.37709,342.9,2026-08-24,1022,N,VIIRS,n,2.0NRT,13.7,N
40.69159,-122.36424,341.8,2026-08-24,1042,N,VIIRS,n,2.0NRT,11.9,N
40.69434,-122.38967,331.1,2026-08-24,1032,N,VIIRS,n,2.0NRT,9.5,N
40.68722,-122.39457,343.8,2026-08-24,0942,N,VIIRS,n,2.0NRT,11.6,N
40.66686,-122.39546,341.4,2026-08-24,0842,N,VIIRS,n,2.0NRT,4.9,N
40.65481,-122.35344,339.6,2026-08-24,0912,N,VIIRS,n,2.0NRT,38.2,N
40.6946,-122.35529,330.7,2026-08-24,0912,N,VIIRS,n,2.0NRT,11.5,N
40.68083,-122.35953,335.2,2026-08-24,0922,N,VIIRS,n,2.0NRT,4.4,N
40.64266,-122.3577,334.6,2026-08-24,1022,N,VIIRS,n,2.0NRT,17.8,N
40.68375,-122.36271,335.7,2026-08-24,0942,N,VIIRS,n,2.0NRT,15.7,N
40.68806,-122.39693,344.3,2026-08-24,0842,N,VIIRS,n,2.0NRT,2.6,N
40.64824,-122.3911,343.0,2026-08-24,0922,N,VIIRS,n,2.0NRT,8.7,N
40.69198,-122.36137,326.8,2026-08-24,0932,N,VIIRS,n,2.0NRT,2.5,N
40.651,-122.3968,333.4,2026-08-24,1042,N,VIIRS,n,2.0NRT,12.9,N
40.66467,-122.38357,340.8,2026-08-24,1032,N,VIIRS,n,2.0NRT,12.7,N
40.65112,-122.40615,346.4,2026-08-24,0832,N,VIIRS,n,2.0NRT,11.7,N
40.66258,-122.37417,351.3,2026-08-24,0942,N,VIIRS,n,2.0NRT,15.5,N
40.65497,-122.37846,332.3,2026-08-24,1012,N,VIIRS,n,2.0NRT,8.8,N
40.70244,-122.4036,338.3,2026-08-24,0952,N,VIIRS,n,2.0NRT,6.7,N
40.67562,-122.35428,340.4,2026-08-24,1022,N,VIIRS,n,2.0NRT,40.3,N
40.67113,-122.38816,337.5,2026-08-24,1022,N,VIIRS,n,2.0NRT,24.8,N
40.70467,-122.38249,330.5,2026-08-24,0802,N,VIIRS,n,2.0NRT,7.4,N
40.70342,-122.36691,348.8,2026-08-24,1032,N,VIIRS,n,2.0NRT,39.5,N
40.67273,-122.36583,338.6,2026-08-24,1032,N,VIIRS,n,2.0NRT,13.9,N
40.68679,-122.35436,332.1,2026-08-24,0922,N,VIIRS,n,2.0NRT,12.6,N
40.66838,-122.37513,348.2,2026-08-24,0852,N,VIIRS,n,2.0NRT,16.7,N
40.6787,-122.36107,330.7,2026-08-24,0832,N,VIIRS,n,2.0NRT,29.8,N
40.65827,-122.35444,332.1,2026-08-24,0952,N,VIIRS,n,2.0NRT,24.6,N
40.68989,-122.40392,346.8,2026-08-24,0932,N,VIIRS,n,2.0NRT,1.0,N
40.70562,-122.32864,345.8,2026-08-24,0842,N,VIIRS,n,2.0NRT,7.7,N
40.70124,-122.34575,344.4,2026-08-24,0812,N,VIIRS,n,2.0NRT,21.5,N
40.68181,-122.41122,332.7,2026-08-24,1022,N,VIIRS,n,2.0NRT,12.5,N
40.6409,-122.37059,348.6,2026-08-24,0912,N,VIIRS,n,2.0NRT,9.3,N
40.66745,-122.39539,338.6,2026-08-24,0942,N,VIIRS,n,2.0NRT,23.3,N
40.67867,-122.36295,343.8,2026-08-24,1042,N,VIIRS,n,2.0NRT,9.6,N
40.6492,-122.38552,338.9,2026-08-24,0912,N,VIIRS,n,2.0NRT,13.2,N
40.71201,-122.3988,343.1,2026-08-24,0902,N,VIIRS,n,2.0NRT,17.3,N
40.69844,-122.38628,342.1,2026-08-24,0822,N,VIIRS,n,2.0NRT,6.9,N
40.69157,-122.35274,340.1,2026-08-24,1012,N,VIIRS,n,2.0NRT,16.2,N
40.69572,-122.35673,338.1,2026-08-24,0812,N,VIIRS,n,2.0NRT,6.3,N
40.65559,-122.35239,342.3,2026-08-24,0912,N,VIIRS,n,2.0NRT,5.2,N
40.66192,-122.3705,349.4,2026-08-24,0942,N,VIIRS,n,2.0NRT,2.5,N
40.68547,-122.36572,342.8,2026-08-24,0852,N,VIIRS,n,2.0NRT,27.9,N
40.68714,-122.39389,345.2,2026-08-24,0852,N,VIIRS,n,2.0NRT,22.4,N
40.65138,-122.35751,339.1,2026-08-24,0842,N,VIIRS,n,2.0NRT,13.3,N
40.68394,-122.35163,349.6,2026-08-24,1052,N,VIIRS,n,2.0NRT,9.4,N
40.67905,-122.40579,335.5,2026-08-24,0802,N,VIIRS,n,2.0NRT,6.1,N
40.70048,-122.38385,345.6,2026-08-24,0932,N,VIIRS,n,2.0NRT,23.7,N
40.68725,-122.38973,343.5,2026-08-24,0912,N,VIIRS,n,2.0NRT,9.9,N
40.71486,-122.39458,332.5,2026-08-24,0822,N,VIIRS,n,2.0NRT,19.4,N
40.67285,-122.37372,344.3,2026-08-24,1012,N,VIIRS,n,2.0NRT,29.1,N
40.65685,-122.36899,344.4,2026-08-24,1002,N,VIIRS,n,2.0NRT,16.7,N
40.71417,-122.3864,339.7,2026-08-24,0902,N,VIIRS,n,2.0NRT,15.3,N
40.68838,-122.43429,332.0,2026-08-24,0822,N,VIIRS,n,2.0NRT,13.4,N
40.67917,-122.38264,339.6,2026-08-24,0832,N,VIIRS,n,2.0NRT,41.8,N
40.66265,-122.35307,341.2,2026-08-24,0822,N,VIIRS,n,2.0NRT,41.4,N
40.67308,-122.37976,348.1,2026-08-24,1032,N,VIIRS,n,2.0NRT,7.4,N
40.672,-122.41664,355.0,2026-08-24,0812,N,VIIRS,n,2.0NRT,16.2,N
40.656,-122.35562,348.4,2026-08-24,1002,N,VIIRS,n,2.0NRT,7.2,N
40.63527,-122.39225,344.8,2026-08-24,0832,N,VIIRS,n,2.0NRT,30.4,N
40.67153,-122.33904,339.8,2026-08-24,1022,N,VIIRS,n,2.0NRT,30.6,N
40.69629,-122.38781,337.2,2026-08-24,0822,N,VIIRS,n,2.0NRT,6.0,N
40.70766,-122.3917,345.2,2026-08-24,1042,N,VIIRS,n,2.0NRT,12.9,N
40.70139,-122.40481,338.4,2026-08-24,0842,N,VIIRS,n,2.0NRT,6.4,N
40.70275,-122.38461,346.3,2026-08-24,0842,N,VIIRS,n,2.0NRT,6.9,N
40.6582,-122.3806,334.4,2026-08-24,1042,N,VIIRS,n,2.0NRT,41.1,N
40.68588,-122.38649,347.1,2026-08-24,0922,N,VIIRS,n,2.0NRT,18.3,N
40.69174,-122.38836,332.3,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.6,N
40.69315,-122.36662,331.9,2026-08-24,0912,N,VIIRS,n,2.0NRT,28.4,N
40.67871,-122.38536,336.1,2026-08-24,0852,N,VIIRS,n,2.0NRT,34.1,N
40.68321,-122.36433,337.6,2026-08-24,1052,N,VIIRS,n,2.0NRT,2.8,N
40.72371,-122.35608,341.5,2026-08-24,1022,N,VIIRS,n,2.0NRT,12.1,N
40.70069,-122.31052,342.1,2026-08-24,1032,N,VIIRS,n,2.0NRT,19.4,N
40.69094,-122.36573,340.0,2026-08-24,1052,N,VIIRS,n,2.0NRT,38.9,N
40.6808,-122.37686,341.9,2026-08-24,1032,N,VIIRS,n,2.0NRT,10.0,N
40.67684,-122.37598,333.4,2026-08-24,0922,N,VIIRS,n,2.0NRT,10.0,N
40.68265,-122.37633,343.2,2026-08-24,0802,N,VIIRS,n,2.0NRT,10.0,N
40.67756,-122.37658,351.8,2026-08-24,0812,N,VIIRS,n,2.0NRT,10.0,N
40.68598,-122.37999,340.5,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.0,N
40.68398,-122.37144,337.3,2026-08-24,0952,N,VIIRS,n,2.0NRT,10.0,N
40.68768,-122.38235,342.6,2026-08-24,0922,N,VIIRS,n,2.0NRT,10.0,N
40.68699,-122.36813,339.5,2026-08-24,0852,N,VIIRS,n,2.0NRT,10.0,N
40.68688,-122.37867,335.3,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.0,N
40.68538,-122.36955,332.6,2026-08-24,0902,N,VIIRS,n,2.0NRT,10.0,N
40.69012,-122.38403,335.3,2026-08-24,1012,N,VIIRS,n,2.0NRT,10.0,N
40.68668,-122.36564,343.6,2026-08-24,0832,N,VIIRS,n,2.0NRT,10.0,N
40.69373,-122.38292,344.0,2026-08-24,0812,N,VIIRS,n,2.0NRT,10.0,N
40.68873,-122.36471,334.8,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.0,N
40.69756,-122.38426,341.7,2026-08-24,1032,N,VIIRS,n,2.0NRT,10.0,N
40.69139,-122.35913,345.5,2026-08-24,1002,N,VIIRS,n,2.0NRT,10.0,N
40.70182,-122.38602,343.8,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.0,N
40.69192,-122.36033,344.2,2026-08-24,1052,N,VIIRS,n,2.0NRT,10.0,N
40.70068,-122.38764,337.3,2026-08-24,0902,N,VIIRS,n,2.0NRT,10.0,N
40.69595,-122.35806,337.2,2026-08-24,0812,N,VIIRS,n,2.0NRT,10.0,N
40.70229,-122.39251,343.8,2026-08-24,0932,N,VIIRS,n,2.0NRT,10.0,N
40.69355,-122.3579,345.4,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.0,N
40.70879,-122.39097,336.2,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.0,N
40.69723,-122.35288,337.0,2026-08-24,0832,N,VIIRS,n,2.0NRT,10.0,N
40.70828,-122.39426,342.4,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.0,N
40.69625,-122.34877,341.8,2026-08-24,1022,N,VIIRS,n,2.0NRT,10.0,N
40.71082,-122.39068,345.5,2026-08-24,0942,N,VIIRS,n,2.0NRT,10.0,N
40.70043,-122.34664,337.4,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.0,N
40.71417,-122.39324,346.5,2026-08-24,0852,N,VIIRS,n,2.0NRT,10.0,N
40.69819,-122.34508,339.6,2026-08-24,0832,N,VIIRS,n,2.0NRT,10.0,N
40.71646,-122.39935,334.3,2026-08-24,0802,N,VIIRS,n,2.0NRT,10.0,N
40.70508,-122.34629,338.0,2026-08-24,0802,N,VIIRS,n,2.0NRT,10.0,N
40.72166,-122.39794,337.1,2026-08-24,0942,N,VIIRS,n,2.0NRT,10.0,N
40.70211,-122.34027,331.1,2026-08-24,0852,N,VIIRS,n,2.0NRT,10.0,N
40.72172,-122.40158,333.7,2026-08-24,1052,N,VIIRS,n,2.0NRT,10.0,N
40.70419,-122.34021,335.5,2026-08-24,0932,N,VIIRS,n,2.0NRT,10.0,N
40.72346,-122.39761,324.2,2026-08-24,1012,N,VIIRS,n,2.0NRT,10.0,N
40.70603,-122.33763,342.4,2026-08-24,0902,N,VIIRS,n,2.0NRT,10.0,N
40.72463,-122.40193,338.5,2026-08-24,0822,N,VIIRS,n,2.0NRT,10.0,N
40.7063,-122.33675,339.6,2026-08-24,0932,N,VIIRS,n,2.0NRT,10.0,N
40.73074,-122.40279,345.8,2026-08-24,1052,N,VIIRS,n,2.0NRT,10.0,N
40.70844,-122.33356,338.0,2026-08-24,0932,N,VIIRS,n,2.0NRT,10.0,N
40.73171,-122.40304,341.4,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.0,N
40.70807,-122.32671,338.9,2026-08-24,0812,N,VIIRS,n,2.0NRT,10.0,N
39.33919,-120.84465,340.1,2026-08-24,1022,N,VIIRS,n,2.0NRT,6.7,N
39.32298,-120.85262,331.4,2026-08-24,1012,N,VIIRS,n,2.0NRT,32.0,N
39.30595,-120.85322,342.1,2026-08-24,0852,N,VIIRS,n,2.0NRT,7.1,N
39.28573,-120.85167,347.2,2026-08-24,0952,N,VIIRS,n,2.0NRT,24.6,N
39.31762,-120.81484,340.7,2026-08-24,0832,N,VIIRS,n,2.0NRT,19.3,N
39.31363,-120.89435,347.4,2026-08-24,0922,N,VIIRS,n,2.0NRT,8.8,N
39.31021,-120.79795,339.7,2026-08-24,1002,N,VIIRS,n,2.0NRT,43.9,N
39.32846,-120.86541,339.6,2026-08-24,0912,N,VIIRS,n,2.0NRT,9.8,N
39.32323,-120.8641,335.4,2026-08-24,0842,N,VIIRS,n,2.0NRT,18.7,N
39.28628,-120.85662,347.9,2026-08-24,0852,N,VIIRS,n,2.0NRT,10.8,N
39.31374,-120.88557,338.6,2026-08-24,0942,N,VIIRS,n,2.0NRT,26.7,N
39.29017,-120.8498,336.3,2026-08-24,0932,N,VIIRS,n,2.0NRT,7.5,N
39.30424,-120.8425,341.4,2026-08-24,1042,N,VIIRS,n,2.0NRT,3.9,N
39.28892,-120.83643,341.9,2026-08-24,0932,N,VIIRS,n,2.0NRT,10.4,N
39.28951,-120.81879,342.0,2026-08-24,1022,N,VIIRS,n,2.0NRT,31.1,N
39.2794,-120.87076,335.2,2026-08-24,1022,N,VIIRS,n,2.0NRT,13.7,N
39.31993,-120.81838,347.2,2026-08-24,0812,N,VIIRS,n,2.0NRT,6.6,N
39.31799,-120.83931,338.2,2026-08-24,0832,N,VIIRS,n,2.0NRT,22.7,N
39.31233,-120.8695,346.1,2026-08-24,1042,N,VIIRS,n,2.0NRT,28.3,N
39.30269,-120.87303,341.5,2026-08-24,0812,N,VIIRS,n,2.0NRT,10.6,N
39.2877,-120.84237,348.6,2026-08-24,0952,N,VIIRS,n,2.0NRT,22.5,N
39.29066,-120.84393,335.0,2026-08-24,0912,N,VIIRS,n,2.0NRT,14.2,N
39.28727,-120.84437,344.1,2026-08-24,0842,N,VIIRS,n,2.0NRT,24.0,N
39.30272,-120.82327,349.1,2026-08-24,0942,N,VIIRS,n,2.0NRT,20.9,N
39.31815,-120.82652,341.2,2026-08-24,0812,N,VIIRS,n,2.0NRT,14.1,N
39.29764,-120.84893,334.7,2026-08-24,0922,N,VIIRS,n,2.0NRT,5.0,N
39.29336,-120.85786,339.0,2026-08-24,0922,N,VIIRS,n,2.0NRT,10.6,N
39.30702,-120.86379,343.5,2026-08-24,1022,N,VIIRS,n,2.0NRT,5.9,N
39.28891,-120.87686,353.2,2026-08-24,1032,N,VIIRS,n,2.0NRT,9.8,N
39.26754,-120.87007,340.6,2026-08-24,0902,N,VIIRS,n,2.0NRT,10.1,N
39.32392,-120.88037,334.2,2026-08-24,0842,N,VIIRS,n,2.0NRT,17.9,N
39.28601,-120.81597,338.9,2026-08-24,0822,N,VIIRS,n,2.0NRT,16.1,N
39.29991,-120.8439,342.4,2026-08-24,0842,N,VIIRS,n,2.0NRT,34.1,N
39.3242,-120.83741,345.2,2026-08-24,0922,N,VIIRS,n,2.0NRT,27.7,N
39.28308,-120.85439,341.5,2026-08-24,0802,N,VIIRS,n,2.0NRT,28.0,N
39.28125,-120.80352,341.1,2026-08-24,0912,N,VIIRS,n,2.0NRT,10.5,N
39.2817,-120.86991,339.4,2026-08-24,0812,N,VIIRS,n,2.0NRT,8.9,N
39.29223,-120.87844,339.0,2026-08-24,0922,N,VIIRS,n,2.0NRT,15.4,N
39.3377,-120.80397,324.3,2026-08-24,0812,N,VIIRS,n,2.0NRT,5.9,N
39.30296,-120.87509,346.6,2026-08-24,0952,N,VIIRS,n,2.0NRT,13.3,N
39.2695,-120.85464,346.2,2026-08-24,1002,N,VIIRS,n,2.0NRT,19.5,N
39.30599,-120.86237,337.4,2026-08-24,1042,N,VIIRS,n,2.0NRT,9.0,N
39.31621,-120.84249,335.4,2026-08-24,1022,N,VIIRS,n,2.0NRT,73.4,N
39.31814,-120.85601,343.3,2026-08-24,0952,N,VIIRS,n,2.0NRT,27.3,N
41.05698,-123.30551,342.3,2026-08-24,0822,N,VIIRS,n,2.0NRT,5.4,N
41.05904,-123.29926,342.2,2026-08-24,0852,N,VIIRS,n,2.0NRT,4.2,N
41.03755,-123.27239,332.0,2026-08-24,0952,N,VIIRS,n,2.0NRT,15.4,N
41.04437,-123.28959,338.6,2026-08-24,0912,N,VIIRS,n,2.0NRT,11.0,N
41.0113,-123.28158,339.4,2026-08-24,0822,N,VIIRS,n,2.0NRT,2.6,N
41.0735,-123.30152,340.4,2026-08-24,0952,N,VIIRS,n,2.0NRT,15.5,N
41.05894,-123.29306,333.6,2026-08-24,0812,N,VIIRS,n,2.0NRT,3.5,N
41.03972,-123.29325,327.4,2026-08-24,1012,N,VIIRS,n,2.0NRT,10.1,N
41.03706,-123.31174,331.5,2026-08-24,0832,N,VIIRS,n,2.0NRT,16.9,N
41.06803,-123.28641,342.4,2026-08-24,1052,N,VIIRS,n,2.0NRT,7.3,N
41.0387,-123.31374,346.0,2026-08-24,0802,N,VIIRS,n,2.0NRT,4.0,N
41.03967,-123.29028,347.7,2026-08-24,0942,N,VIIRS,n,2.0NRT,11.4,N
41.034,-123.29629,327.8,2026-08-24,1032,N,VIIRS,n,2.0NRT,9.3,N
41.06195,-123.30341,343.2,2026-08-24,0852,N,VIIRS,n,2.0NRT,3.7,N
41.06616,-123.30687,340.1,2026-08-24,0932,N,VIIRS,n,2.0NRT,18.8,N
41.04658,-123.31764,340.2,2026-08-24,0832,N,VIIRS,n,2.0NRT,16.1,N
41.06627,-123.31426,339.3,2026-08-24,0932,N,VIIRS,n,2.0NRT,11.2,N
41.0556,-123.30314,350.3,2026-08-24,1022,N,VIIRS,n,2.0NRT,16.9,N
41.03316,-123.31175,359.6,2026-08-24,1002,N,VIIRS,n,2.0NRT,21.4,N
41.07213,-123.29877,342.4,2026-08-24,0842,N,VIIRS,n,2.0NRT,4.2,N
41.03385,-123.29711,347.0,2026-08-24,0952,N,VIIRS,n,2.0NRT,4.2,N
41.04766,-123.24674,347.4,2026-08-24,1002,N,VIIRS,n,2.0NRT,3.2,N
41.05456,-123.30809,339.5,2026-08-24,0942,N,VIIRS,n,2.0NRT,8.8,N
41.07272,-123.33146,333.3,2026-08-24,0812,N,VIIRS,n,2.0NRT,7.7,N
41.05151,-123.27009,341.3,2026-08-24,0952,N,VIIRS,n,2.0NRT,2.9,N
41.04814,-123.32973,336.2,2026-08-24,1002,N,VIIRS,n,2.0NRT,8.8,N
41.04572,-123.30493,340.1,2026-08-24,0952,N,VIIRS,n,2.0NRT,4.0,N
41.05772,-123.32738,342.0,2026-08-24,1042,N,VIIRS,n,2.0NRT,9.1,N
41.03735,-123.2823,340.3,2026-08-24,1002,N,VIIRS,n,2.0NRT,9.6,N
41.0222,-123.28012,343.7,2026-08-24,0912,N,VIIRS,n,2.0NRT,7.3,N
41.07418,-123.30391,335.7,2026-08-24,0822,N,VIIRS,n,2.0NRT,3.2,N
41.05467,-123.28009,334.4,2026-08-24,0802,N,VIIRS,n,2.0NRT,1.7,N
41.04253,-123.28412,343.4,2026-08-24,0822,N,VIIRS,n,2.0NRT,15.4,N
41.03926,-123.30564,349.2,2026-08-24,0912,N,VIIRS,n,2.0NRT,24.0,N
41.03721,-123.29252,340.9,2026-08-24,0812,N,VIIRS,n,2.0NRT,11.4,N
41.06853,-123.30095,327.8,2026-08-24,1022,N,VIIRS,n,2.0NRT,7.7,N
41.02966,-123.31532,336.6,2026-08-24,1002,N,VIIRS,n,2.0NRT,7.0,N
41.05631,-123.26849,342.4,2026-08-24,1032,N,VIIRS,n,2.0NRT,3.4,N
41.0563,-123.30419,340.5,2026-08-24,1032,N,VIIRS,n,2.0NRT,6.4,N
41.06226,-123.30183,345.1,2026-08-24,0922,N,VIIRS,n,2.0NRT,3.0,N
41.04395,-123.31334,342.1,2026-08-24,1002,N,VIIRS,n,2.0NRT,5.2,N
41.07254,-123.33863,326.9,2026-08-24,1012,N,VIIRS,n,2.0NRT,5.6,N
41.06277,-123.30542,339.2,2026-08-24,0802,N,VIIRS,n,2.0NRT,10.4,N
41.04343,-123.27092,333.2,2026-08-24,1012,N,VIIRS,n,2.0NRT,1.6,N
41.03857,-123.30888,330.9,2026-08-24,1032,N,VIIRS,n,2.0NRT,13.8,N
41.04791,-123.29138,351.7,2026-08-24,0912,N,VIIRS,n,2.0NRT,5.1,N
41.04293,-123.32318,344.3,2026-08-24,1032,N,VIIRS,n,2.0NRT,10.6,N
41.03615,-123.2775,330.2,2026-08-24,1002,N,VIIRS,n,2.0NRT,6.0,N
41.0512,-123.29078,333.5,2026-08-24,0822,N,VIIRS,n,2.0NRT,8.6,N
41.04582,-123.30855,340.4,2026-08-24,1022,N,VIIRS,n,2.0NRT,2.6,N
41.07684,-123.30101,339.7,2026-08-24,0922,N,VIIRS,n,2.0NRT,3.0,N
41.04291,-123.28046,339.5,2026-08-24,0812,N,VIIRS,n,2.0NRT,4.2,N
35.42,-119.05,336.8,2026-08-24,1032,N,VIIRS,n,2.0NRT,4.0,N
35.423,-119.05,339.7,2026-08-24,1002,N,VIIRS,n,2.0NRT,4.0,N
35.417,-119.05,348.6,2026-08-24,0812,N,VIIRS,n,2.0NRT,4.0,N
40.70747,-122.3896,336.7,2026-08-25,0822,N,VIIRS,n,2.0NRT,8.2,N
40.68614,-122.39228,333.4,2026-08-25,0902,N,VIIRS,n,2.0NRT,57.8,N
40.71892,-122.36471,351.0,2026-08-25,0942,N,VIIRS,n,2.0NRT,12.3,N
40.69859,-122.34022,335.8,2026-08-25,0922,N,VIIRS,n,2.0NRT,7.4,N
40.71706,-122.35409,334.6,2026-08-25,1012,N,VIIRS,n,2.0NRT,1.9,N
40.65673,-122.38828,321.1,2026-08-25,1052,N,VIIRS,n,2.0NRT,14.7,N
40.66651,-122.35498,349.1,2026-08-25,0902,N,VIIRS,n,2.0NRT,7.9,N
40.69399,-122.40454,339.7,2026-08-25,0952,N,VIIRS,n,2.0NRT,21.6,N
40.68558,-122.40696,341.0,2026-08-25,0932,N,VIIRS,n,2.0NRT,11.1,N
40.68876,-122.41074,342.6,2026-08-25,0832,N,VIIRS,n,2.0NRT,5.0,N
40.70237,-122.36316,334.8,2026-08-25,1002,N,VIIRS,n,2.0NRT,13.0,N
40.73465,-122.35216,330.3,2026-08-25,1012,N,VIIRS,n,2.0NRT,6.9,N
40.6801,-122.35286,355.1,2026-08-25,1052,N,VIIRS,n,2.0NRT,17.6,N
40.65729,-122.39452,351.1,2026-08-25,0812,N,VIIRS,n,2.0NRT,27.9,N
40.6978,-122.4225,341.7,2026-08-25,1052,N,VIIRS,n,2.0NRT,17.5,N
40.68913,-122.39587,334.4,2026-08-25,0922,N,VIIRS,n,2.0NRT,15.5,N
40.69237,-122.39722,336.3,2026-08-25,0812,N,VIIRS,n,2.0NRT,33.2,N
40.69993,-122.37155,332.3,2026-08-25,1042,N,VIIRS,n,2.0NRT,6.7,N
40.72277,-122.37184,346.6,2026-08-25,0932,N,VIIRS,n,2.0NRT,10.0,N
40.67201,-122.37778,339.3,2026-08-25,0952,N,VIIRS,n,2.0NRT,14.2,N
40.65854,-122.3625,346.5,2026-08-25,1032,N,VIIRS,n,2.0NRT,19.4,N
40.7038,-122.31422,329.1,2026-08-25,0912,N,VIIRS,n,2.0NRT,20.4,N
40.67545,-122.37827,342.5,2026-08-25,0822,N,VIIRS,n,2.0NRT,19.5,N
40.67653,-122.36704,342.6,2026-08-25,1052,N,VIIRS,n,2.0NRT,5.8,N
40.69893,-122.37325,336.5,2026-08-25,0942,N,VIIRS,n,2.0NRT,24.8,N
40.71542,-122.38644,341.7,2026-08-25,0902,N,VIIRS,n,2.0NRT,21.4,N
40.71308,-122.3594,339.7,2026-08-25,0922,N,VIIRS,n,2.0NRT,0.5,N
40.68972,-122.37937,338.1,2026-08-25,0812,N,VIIRS,n,2.0NRT,14.0,N
40.74678,-122.39112,339.1,2026-08-25,1042,N,VIIRS,n,2.0NRT,14.9,N
40.69697,-122.38956,337.7,2026-08-25,0802,N,VIIRS,n,2.0NRT,45.9,N
40.73178,-122.35125,344.9,2026-08-25,1032,N,VIIRS,n,2.0NRT,5.9,N
40.67413,-122.36001,339.4,2026-08-25,0852,N,VIIRS,n,2.0NRT,9.4,N
40.69603,-122.38409,344.5,2026-08-25,1002,N,VIIRS,n,2.0NRT,10.0,N
40.70774,-122.36289,345.2,2026-08-25,1032,N,VIIRS,n,2.0NRT,4.5,N
40.69505,-122.37298,350.7,2026-08-25,0832,N,VIIRS,n,2.0NRT,16.9,N
40.70009,-122.36663,334.1,2026-08-25,0942,N,VIIRS,n,2.0NRT,13.3,N
40.69138,-122.387,341.8,2026-08-25,1032,N,VIIRS,n,2.0NRT,13.4,N
40.72963,-122.39658,334.1,2026-08-25,0852,N,VIIRS,n,2.0NRT,26.3,N
40.70001,-122.37949,341.2,2026-08-25,0952,N,VIIRS,n,2.0NRT,2.7,N
40.73117,-122.39314,343.9,2026-08-25,0912,N,VIIRS,n,2.0NRT,37.4,N
40.67279,-122.39469,332.2,2026-08-25,1032,N,VIIRS,n,2.0NRT,19.4,N
40.69757,-122.40413,347.4,2026-08-25,0912,N,VIIRS,n,2.0NRT,12.0,N
40.6788,-122.42237,330.7,2026-08-25,1032,N,VIIRS,n,2.0NRT,14.7,N
40.69563,-122.38371,343.5,2026-08-25,0912,N,VIIRS,n,2.0NRT,11.8,N
40.65518,-122.3466,334.7,2026-08-25,0842,N,VIIRS,n,2.0NRT,10.8,N
40.6594,-122.35335,337.4,2026-08-25,1022,N,VIIRS,n,2.0NRT,21.1,N
40.6736,-122.33452,339.9,2026-08-25,0922,N,VIIRS,n,2.0NRT,15.8,N
40.70754,-122.39559,351.9,2026-08-25,0842,N,VIIRS,n,2.0NRT,8.0,N
40.66854,-122.35783,340.4,2026-08-25,0942,N,VIIRS,n,2.0NRT,7.2,N
40.68386,-122.37596,341.0,2026-08-25,1022,N,VIIRS,n,2.0NRT,11.5,N
40.71977,-122.38952,343.5,2026-08-25,0952,N,VIIRS,n,2.0NRT,38.3,N
40.69214,-122.34966,348.8,2026-08-25,1032,N,VIIRS,n,2.0NRT,7.9,N
40.70893,-122.37573,337.3,2026-08-25,1032,N,VIIRS,n,2.0NRT,19.9,N
40.68324,-122.41269,332.1,2026-08-25,0912,N,VIIRS,n,2.0NRT,27.5,N
40.66528,-122.36455,330.3,2026-08-25,0952,N,VIIRS,n,2.0NRT,4.3,N
40.68677,-122.37025,347.2,2026-08-25,0802,N,VIIRS,n,2.0NRT,1.3,N
40.71432,-122.39978,330.8,2026-08-25,0812,N,VIIRS,n,2.0NRT,13.4,N
40.68447,-122.36758,345.4,2026-08-25,0902,N,VIIRS,n,2.0NRT,11.3,N
40.67352,-122.3385,338.1,2026-08-25,0812,N,VIIRS,n,2.0NRT,6.2,N
40.71126,-122.36521,338.6,2026-08-25,0822,N,VIIRS,n,2.0NRT,41.5,N
40.73199,-122.40707,336.8,2026-08-25,0852,N,VIIRS,n,2.0NRT,2.8,N
40.68982,-122.36343,344.0,2026-08-25,0812,N,VIIRS,n,2.0NRT,2.4,N
40.6686,-122.36496,334.6,2026-08-25,0852,N,VIIRS,n,2.0NRT,5.4,N
40.66411,-122.35584,332.9,2026-08-25,0842,N,VIIRS,n,2.0NRT,44.0,N
40.71475,-122.36563,333.8,2026-08-25,1012,N,VIIRS,n,2.0NRT,3.2,N
40.64664,-122.39462,343.1,2026-08-25,0912,N,VIIRS,n,2.0NRT,22.3,N
40.70321,-122.3715,336.2,2026-08-25,1002,N,VIIRS,n,2.0NRT,7.4,N
40.62696,-122.34292,341.4,2026-08-25,1042,N,VIIRS,n,2.0NRT,16.1,N
40.6932,-122.39117,343.4,2026-08-25,0812,N,VIIRS,n,2.0NRT,10.2,N
40.71328,-122.38785,334.9,2026-08-25,1032,N,VIIRS,n,2.0NRT,4.3,N
